Order_id,Order_date,Ship_date,Ship_mode,gender,ip_address,Customer_id,segment,City,State,Country,Category,Sub Category,Product Name,Quantity,Discount,Profit,Shipping Cost
132,1/22/2025,12/17/2024,Next-day,Female,7.34.25.211,1JM0CG6RX63,Consumer,Elx,Valenciana,Spain,Office Supplies,Beauty Products,Industrial Pipe Coat Rack,11,0.27,$547.57,189.33
133,7/20/2024,3/13/2024,Standard,Male,124.37.10.64,8UF9VX3DR63,Home Office,Vienna,Vienna,Austria,Furniture,Electronics,Sleek Glass Water Pitcher,7,0,$579.81,189.33
134,12/5/2024,4/10/2024,Next-day,Female,247.210.7.208,3VG9RY9KU64,Corporate,Rockhampton,Queensland,Australia,Office Supplies,Books,Rustic Woodland Wall Art,5,0.2,$75.93,189.08
135,12/23/2024,11/27/2024,Economy,Male,89.38.94.162,2J58H30FN51,Home Office,Redondo Beach,California,United States,Office Supplies,Books,Glamorous Crystal Candle Holder,1,0,$3.74,1.33
136,4/30/2024,11/10/2024,Next-day,Male,125.48.93.182,4WH9RR5MV14,Consumer,Brisbane,Queensland,Australia,Technology,Books,Industrial Pipe Coat Rack,4,0.002,$193.61,188.92
137,9/12/2024,1/29/2025,Next-day,Male,186.180.17.64,7Y06XW0KA19,Corporate,Accra,Greater Accra,Ghana,Technology,Books,Charming Floral Tea Towel,4,0,$573.12,188.65
138,5/1/2024,10/22/2024,Standard,Female,241.19.249.97,2YU8GA8AP47,Corporate,Conselheiro Lafaiete,Minas Gerais,Brazil,Office Supplies,Beauty Products,Bohemian Fringe Hammock,5,0,$129.80,188.395
139,10/29/2024,9/17/2024,Next-day,Male,22.120.113.19,5HT1PE9CE85,Home Office,Jiangdu,Jiangsu,China,Technology,Books,Minimalist Desk Organizer,4,0.2,$364.80,188.37
140,7/8/2024,10/21/2024,Standard,Female,17.205.72.163,5G28MQ1PK82,Home Office,Mackay,Queensland,Australia,Office Supplies,Beauty Products,Modern Hanging Plant Holder,3,0.15,$135.86,188.21
141,4/17/2024,11/15/2024,Standard,Male,157.56.153.10,1A61EU0RP86,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,Furniture,Kitchen Appliances,Vintage-Inspired Rotary Phone,2,0,$132.30,188.1
142,7/7/2024,7/15/2024,Express,Male,190.109.33.48,2RT3Y29UX17,Home Office,Cochabamba,Cochabamba,Bolivia,Office Supplies,Books,Trendy Neon Sign,5,0.15,$352.00,188.013
143,6/22/2024,6/30/2024,Next-day,Male,62.68.15.9,2D00RK3RW19,Consumer,Wolverhampton,England,United Kingdom,Office Supplies,Electronics,Vintage Brass Desk Lamp,7,0,$923.37,187.88
144,1/18/2025,9/2/2024,Express,Male,129.28.192.18,6A85GQ5AQ44,Home Office,Puebla,Puebla,Mexico,Technology,Books,Charming Floral Tea Towel,10,0,$240.28,187.88
145,2/25/2024,9/22/2024,Express,Female,136.51.21.222,9D21DA6RE67,Home Office,Hamburg,Hamburg,Germany,Furniture,Electronics,Bold Graphic Print Poster,2,0.17,$546.96,187.69
146,12/22/2024,4/16/2024,Economy,Polygender,250.172.34.16,2GK4J29FG43,Home Office,Tegucigalpa,Francisco Morazán,Honduras,Furniture,Pet Supplies,Glamorous Crystal Candle Holder,8,0,-$286.89,187.686
147,4/6/2024,10/17/2024,Express,Female,30.111.206.195,5Q09E66VK08,Consumer,Philadelphia,Pennsylvania,United States,Furniture,Books,Eco-Friendly Bamboo Cutting Board,3,0.4,$2.51,1.11
148,11/23/2024,10/6/2024,Next-day,Female,221.78.142.57,4VQ7X19UA21,Corporate,Guangzhou,Guangdong,China,Technology,Outdoor Gear,Funky Geometric Wall Art,5,0,$655.65,187.65
149,11/11/2024,6/22/2024,Economy,Female,81.116.60.142,9PA2VK9NJ26,Consumer,Mumbai,Maharashtra,India,Furniture,Pet Supplies,Industrial Pipe Shelving Unit,2,0,-$96.48,187.63
150,3/16/2024,4/6/2024,Standard,Male,8.194.16.143,6U43G03YC02,Home Office,Stuttgart,Baden-Württemberg,Germany,Furniture,Sports Equipment,Glamorous Crystal Chandelier,3,0.1,$305.37,187.61
151,8/1/2024,9/2/2024,Standard,Female,66.44.90.21,8T58GP5PU39,Consumer,Himeji,Hyogo,Japan,Office Supplies,Books,Sleek Glass Water Pitcher,4,0.1,$114.24,187.48
152,4/23/2024,6/25/2024,Standard,Male,66.37.114.1,7JW6HV3RK25,Home Office,Caloundra,Queensland,Australia,Technology,Books,Coastal Seashell Jewelry Box,7,0.002,$214.37,187.45
153,6/19/2024,8/25/2024,Express,Male,90.226.114.45,2DE9HN4TK19,Corporate,Carlsbad,New Mexico,United States,Technology,Electronics,Vintage Camera Lens Necklace,4,0,$92.24,37.84
154,6/24/2024,6/30/2024,Next-day,Male,152.225.173.23,6PV6JR6PT70,Consumer,Talcahuano,Biobio,Chile,Furniture,Books,Vintage-Inspired Rotary Phone,3,0,$251.69,187.404
155,7/26/2024,12/2/2024,Economy,Male,53.251.66.183,6QV4VY6RE01,Consumer,Santiago,Santiago,Chile,Office Supplies,Home Decor,Artistic Abstract Painting,7,0.4,$422.05,187.391
156,10/21/2024,2/28/2024,Express,Genderfluid,252.254.50.74,1GX6VJ4FM88,Corporate,Jakarta,Jakarta,Indonesia,Furniture,Books,Modern Concrete Planter,7,0,$227.22,187.29
157,3/5/2024,4/10/2024,Express,Female,101.163.48.127,6AN2JR5DG93,Corporate,Nairobi,Nairobi,Kenya,Furniture,Beauty Products,Artistic Hand-Painted Plate,1,0.002,$178.11,187.2
158,6/14/2024,3/11/2024,Next-day,Non-binary,64.214.65.39,3XG1EE7NA56,Home Office,Adelaide,South Australia,Australia,Office Supplies,Pet Supplies,Unique Hand-Blown Glass Vase,14,0,-$0.34,187.19
159,7/6/2024,8/20/2024,Economy,Bigender,233.229.212.201,9WG0XM9DC93,Consumer,Los Angeles,California,United States,Furniture,Beauty Products,Trendy Canvas Tote Bag,2,0.002,$90.00,28.66
160,1/20/2025,11/7/2024,Economy,Bigender,106.209.223.46,9H93NH3KD79,Consumer,Hyderabad,Telangana,India,Office Supplies,Sports Equipment,Playful Animal Print Rug,5,0.6,$43.35,186.83
161,9/14/2024,8/11/2024,Standard,Female,189.207.201.16,4CF2XM4QA34,Corporate,Whitby,Ontario,Canada,Office Supplies,Sports Equipment,Vintage-Inspired Rotary Phone,2,0,$57.24,23.65
162,8/8/2024,7/31/2024,Economy,Male,227.93.248.30,4D91QK5RD39,Home Office,San Salvador,San Salvador,El Salvador,Office Supplies,Outdoor Gear,Artistic Abstract Painting,7,0,$526.32,186.293
163,3/23/2024,2/22/2024,Next-day,Male,44.235.130.82,1UN2EM4FU26,Consumer,Dhaka,Dhaka,Bangladesh,Technology,Home Decor,Industrial Metal Wall Clock,10,0,$356.40,185.97
164,4/6/2024,11/26/2024,Economy,Female,207.158.9.18,8JQ2FV9UU08,Corporate,New York City,New York,United States,Furniture,Toys,Dainty Rose Gold Hoop Earrings,2,0,$18.21,4.5
165,1/24/2025,11/6/2024,Next-day,Female,159.216.250.143,5GR1CH2MN05,Corporate,Plano,Texas,United States,Technology,Toys,Stylish Enamel Pin Set,2,0,$3.57,2.65
166,8/4/2024,2/29/2024,Standard,Female,86.48.136.15,4F75YR2YP67,Consumer,Qingdao,Shandong,China,Office Supplies,Pet Supplies,Eco-Friendly Reusable Straw Set,7,0,"$1,463.07",185.65
167,8/26/2024,3/15/2024,Next-day,Male,56.6.11.30,1TC5TH1CR38,Corporate,New Plymouth,Taranaki,New Zealand,Furniture,Outdoor Gear,Coastal Seashell Jewelry Box,2,0,$91.38,185.63
168,7/22/2024,6/10/2024,Next-day,Male,73.110.172.156,5JA0V40FK31,Consumer,Sesto San Giovanni,Lombardy,Italy,Office Supplies,Sports Equipment,Charming Floral Tea Towel,3,0.4,$529.83,185.6
169,6/29/2024,2/12/2025,Express,Female,118.244.67.223,8JA0KE2JX85,Corporate,Mexico City,Distrito Federal,Mexico,Office Supplies,Beauty Products,Sophisticated Leather Journal,3,0.1,$5.66,185.452
170,1/18/2025,6/8/2024,Next-day,Male,101.28.85.61,3WN2FE3KG97,Corporate,Mexicali,Baja California,Mexico,Technology,Pet Supplies,Edgy Skull Print Shower Curtain,5,0,$198.04,185.44
171,12/28/2024,3/14/2024,Next-day,Male,82.159.255.111,8QM0QG4FP82,Consumer,Bayamo,Granma,Cuba,Technology,Pet Supplies,Sophisticated Silk Scarf,6,0,$498.24,185.402
172,7/24/2024,4/24/2024,Standard,Male,10.10.31.90,8PY6CF9GM34,Corporate,Carlsbad,New Mexico,United States,Office Supplies,Kitchen Appliances,Bold Striped Beach Towel,2,0,$4.34,2.58
173,1/4/2025,12/23/2024,Economy,Male,144.227.165.180,8XP6E32GG20,Home Office,Carlsbad,New Mexico,United States,Technology,Electronics,Boho Macrame Wall Tapestry,3,0,$9.33,2.4
174,1/30/2025,8/2/2024,Standard,Female,243.238.12.178,4Q90CY0VU08,Corporate,Velletri,Lazio,Italy,Office Supplies,Clothing,Industrial Metal Wall Clock,5,0.1,$89.22,185.28
175,10/6/2024,1/3/2025,Standard,Male,99.131.22.143,4P02M69AR05,Corporate,Tangshan,Hebei,China,Technology,Toys,Chic Linen Table Runner,9,0,$35.37,185.15
176,5/11/2024,11/27/2024,Standard,Male,43.241.21.81,1CP0J24TC91,Consumer,Aurangabad,Bihar,India,Office Supplies,Beauty Products,Charming Vintage Tea Set,5,0.002,$68.55,185.11
177,2/18/2024,11/10/2024,Next-day,Female,166.150.240.157,4N30HC6FQ11,Consumer,Kabul,Kabul,Afghanistan,Technology,Outdoor Gear,Bold Striped Beach Towel,5,0,$848.70,185.01
178,2/11/2025,1/12/2025,Express,Male,71.252.219.226,1T81E26UK85,Corporate,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Furniture,Sports Equipment,Trendy Terrarium Kit,8,0.1,$181.65,184.98
179,12/20/2024,8/23/2024,Economy,Male,59.177.145.16,2Q88M84AQ87,Consumer,Shanghai,Shanghai,China,Office Supplies,Electronics,Edgy Skull Print Throw Blanket,6,0,$254.52,184.92
180,12/25/2024,9/23/2024,Standard,Female,232.226.112.162,2GW0VA8TG91,Home Office,Lorain,Ohio,United States,Technology,Pet Supplies,Artistic Hand-Painted Plate,2,0,$2.40,2.29
181,7/3/2024,12/14/2024,Standard,Female,149.133.13.108,2WW7NJ8FK76,Home Office,Lismore,New South Wales,Australia,Office Supplies,Electronics,Stylish Engraved Cuff Bracelet,6,0.2,$101.21,184.8
182,7/17/2024,7/29/2024,Next-day,Male,49.170.181.0,7DM5AT4MC43,Corporate,Geelong,Victoria,Australia,Furniture,Electronics,Eco-Friendly Reusable Straw Set,7,0,$340.87,184.78
183,1/14/2025,8/22/2024,Standard,Non-binary,177.154.10.204,3WQ2XX4TC56,Corporate,Sikasso,Sikasso,Mali,Furniture,Clothing,Eclectic Woven Throw Blanket,6,0,$317.16,184.6
184,6/4/2024,5/28/2024,Next-day,Male,101.61.124.20,3X45RY5AP69,Home Office,Bandung,Jawa Barat,Indonesia,Technology,Pet Supplies,Sleek Glass Water Pitcher,7,0,$903.99,184.56
185,1/17/2025,5/23/2024,Economy,Male,77.1.227.197,4FC8N19AT40,Home Office,Jackson,Mississippi,United States,Furniture,Beauty Products,Edgy Skull Print Shower Curtain,2,0,$6.94,2.02
186,10/28/2024,11/22/2024,Standard,Genderqueer,43.205.63.144,1UU8ND9HT15,Home Office,Macapá,Amapá,Brazil,Furniture,Clothing,Industrial Metal Wall Clock,5,0.2,$486.80,184.298
187,2/29/2024,12/5/2024,Express,Female,34.17.48.150,5NM2H37YJ78,Consumer,Nottingham,England,United Kingdom,Furniture,Electronics,Funky Retro Wall Clock,12,0,$706.68,184.2
188,5/20/2024,4/4/2024,Economy,Female,237.253.109.251,4QV8WR4GT61,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,Furniture,Books,Bold Striped Beach Towel,7,0.4,$532.39,184.171
189,5/14/2024,5/13/2024,Express,Male,122.167.221.26,1VM0M81MQ41,Consumer,Mandurah,Western Australia,Australia,Furniture,Clothing,Unique Handmade Pottery Bowl,8,0,$941.69,184.17
190,11/6/2024,12/25/2024,Economy,Female,233.125.119.159,4GG1FX5ND48,Home Office,Venice,Veneto,Italy,Office Supplies,Outdoor Gear,Playful Animal Print Rug,2,0.1,$239.94,184.11
191,11/6/2024,1/17/2025,Next-day,Male,239.28.145.40,1AD7D35YT36,Corporate,Dormagen,North Rhine-Westphalia,Germany,Furniture,Sports Equipment,Glamorous Gold Bar Cart,3,0,$781.74,183.9
192,1/15/2025,3/2/2024,Economy,Male,238.162.61.71,6EF3NY0DH78,Home Office,Bilbao,Basque Country,Spain,Furniture,Electronics,Minimalist Glass Vase,7,0,$431.76,183.86
193,10/20/2024,2/25/2024,Next-day,Male,0.45.129.242,4RW7CE1VE69,Consumer,Coyoacán,Distrito Federal,Mexico,Technology,Toys,Artistic Hand-Painted Plate,11,0,$327.14,183.663
194,9/16/2024,10/6/2024,Standard,Polygender,247.146.127.46,9K13FC9ET76,Corporate,Medan,Sumatera Utara,Indonesia,Office Supplies,Books,Modern Geometric Plant Stand,12,0.1,-$71.68,183.59
195,10/5/2024,12/19/2024,Express,Male,121.157.12.198,7CF4MY4QV95,Consumer,Whyalla,South Australia,Australia,Technology,Pet Supplies,Bold Striped Beach Towel,4,0,-$0.07,183.4
196,1/10/2025,11/25/2024,Economy,Polygender,216.133.165.246,1H65W92DN88,Consumer,Bagcilar,Istanbul,Turkey,Technology,Electronics,Dainty Silver Charm Bracelet,6,0,-$325.12,183.33
197,8/3/2024,12/21/2024,Economy,Male,242.149.118.15,7K63X80QP95,Corporate,Dar es Salaam,Dar Es Salaam,Tanzania,Office Supplies,Books,Sophisticated Silk Scarf,2,0.15,$332.18,183.32
198,7/16/2024,4/15/2024,Economy,Male,35.43.160.25,5CK7Q32KY33,Home Office,Morelia,Michoacán,Mexico,Furniture,Toys,Chic Rose Gold Earrings,7,0,$49.65,183.315
199,6/21/2024,3/4/2024,Standard,Female,54.21.167.210,9EM7NE3MT62,Corporate,Sydney,New South Wales,Australia,Furniture,Pet Supplies,Quirky Cat Print Tote Bag,3,0.1,$199.78,183.28
200,9/3/2024,10/21/2024,Economy,Non-binary,178.181.172.60,6E24JT3RD86,Consumer,Bressuire,Aquitaine-Limousin-Poitou-Charentes,France,Office Supplies,Kitchen Appliances,Industrial Pipe Shelving Unit,3,0,$534.21,183.14
201,10/30/2024,12/18/2024,Economy,Male,224.206.82.51,4VD5DE3YY74,Consumer,Swansea,Wales,United Kingdom,Office Supplies,Books,Coastal Nautical Rope Mirror,3,0.25,$81.45,183.08
202,11/15/2024,1/7/2025,Standard,Male,60.225.79.252,8NR3Y83RG84,Corporate,Perth,Western Australia,Australia,Technology,Sports Equipment,Eco-Friendly Bamboo Cutting Board,5,0.25,-$26.67,182.88
203,3/20/2024,3/2/2024,Next-day,Male,31.150.8.1,4C44GX0FQ96,Corporate,Edinburgh,Scotland,United Kingdom,Technology,Pet Supplies,Whimsical Fairy Lights,4,0.5,$471.60,182.84
204,9/12/2024,4/13/2024,Next-day,Genderfluid,120.41.48.10,6CK8K96QH64,Corporate,Houilles,Ile-de-France,France,Furniture,Toys,Artistic Abstract Painting,3,0.15,-$54.96,182.79
205,9/21/2024,2/19/2024,Next-day,Male,1.40.255.213,1A28Q24KX83,Corporate,Chelyabinsk,Chelyabinsk,Russia,Office Supplies,Books,Modern Marble Coaster Set,8,0,$181.68,182.73
206,5/21/2024,10/18/2024,Next-day,Female,146.196.142.44,8HV2DV2CF46,Consumer,Guangzhou,Guangdong,China,Technology,Sports Equipment,Sophisticated Silk Scarf,2,0,$479.52,182.61
207,4/5/2024,2/8/2025,Standard,Male,164.98.203.174,3HA5PJ9TJ33,Home Office,Solapur,Maharashtra,India,Furniture,Pet Supplies,Stylish Engraved Cuff Bracelet,6,0,$445.86,182.54
208,10/19/2024,7/22/2024,Economy,Male,170.37.210.114,5PK6VC0CD01,Consumer,Pretoria,Gauteng,South Africa,Furniture,Outdoor Gear,Whimsical Fairy Lights,6,0,$400.32,182.38
209,7/18/2024,4/22/2024,Economy,Female,156.209.167.28,1TR4HU6AY46,Home Office,Oyonnax,Auvergne-Rhône-Alpes,France,Furniture,Toys,Modern Geometric Plant Stand,4,0.2,$208.61,182.2
210,11/13/2024,5/3/2024,Standard,Male,218.232.246.67,7ME5FK7ED77,Consumer,Toulon,Provence-Alpes-Côte d'Azur,France,Furniture,Clothing,Chic Marble Serving Tray,3,0,-$42.53,182.15
211,2/25/2024,1/27/2025,Standard,Female,111.18.156.120,2NV6P12MR34,Consumer,Ivry-sur-Seine,Ile-de-France,France,Furniture,Books,Eco-Friendly Reusable Straw Set,3,0.002,$139.59,182.04
212,12/11/2024,9/25/2024,Economy,Female,21.41.11.253,9DY7GT0DQ64,Home Office,London,England,United Kingdom,Office Supplies,Beauty Products,Coastal Seashell Decor,4,0,$356.00,181.95
213,11/4/2024,10/31/2024,Express,Male,161.210.101.226,5ER0TA2JM57,Corporate,Luoyang,Guangdong,China,Technology,Books,Stylish Enamel Pin Set,5,0.1,$172.80,181.87
214,8/28/2024,4/16/2024,Next-day,Male,162.177.59.126,3VP3ER6MR21,Consumer,Capannori,Tuscany,Italy,Office Supplies,Kitchen Appliances,Chic Marble Serving Tray,5,0,$700.50,181.65
215,2/6/2025,10/4/2024,Economy,Male,195.9.117.154,4CV6UJ3NT72,Corporate,Kawagoe,Saitama,Japan,Furniture,Pet Supplies,Vintage-Inspired Globe Bar Cart,4,0,$645.24,181.61
216,7/1/2024,11/20/2024,Express,Female,215.219.63.215,3AD1X43ER01,Home Office,Depok,Yogyakarta,Indonesia,Furniture,Pet Supplies,Luxury Leather Wallet,4,0,-$13.98,181.61
217,9/14/2024,4/4/2024,Economy,Female,3.109.135.207,4UF0E69VY74,Corporate,Depok,Yogyakarta,Indonesia,Technology,Books,Quirky Pop Art Print,5,0.002,$114.78,181.55
218,1/23/2025,6/30/2024,Standard,Female,167.24.38.227,3XT4GG2HV06,Home Office,Sydney,New South Wales,Australia,Furniture,Home Decor,Bohemian Beaded Bracelet,3,0,$286.97,181.49
219,11/17/2024,8/22/2024,Next-day,Female,218.62.200.50,6GF7D71PK09,Home Office,Qingdao,Shandong,China,Technology,Kitchen Appliances,Elegant Sapphire Necklace,5,0,$103.20,181.45
220,9/8/2024,12/31/2024,Next-day,Male,104.221.73.98,9XU4DD5DQ40,Home Office,Yangzhou,Jiangsu,China,Technology,Home Decor,Classic Stainless Steel Watch,2,0,$216.72,181.42
221,7/11/2024,8/16/2024,Economy,Male,10.157.189.175,7T12AV8DP71,Home Office,Madrid,Madrid,Spain,Technology,Home Decor,Edgy Skull Print Shower Curtain,3,0,-$133.63,181.15
222,5/11/2024,3/10/2024,Standard,Male,77.193.229.45,6N72EP8VF13,Corporate,Monterrey,Nuevo León,Mexico,Office Supplies,Sports Equipment,Glamorous Crystal Candle Holder,6,0,$33.00,181.116
223,1/29/2025,10/17/2024,Express,Genderfluid,205.91.238.68,6QE5F48YV89,Consumer,Raipur,Uttarakhand,India,Furniture,Clothing,Boho Macrame Wall Hanging,5,0,$31.50,181.05
224,10/4/2024,6/21/2024,Express,Female,193.206.32.61,7WH2CM4AF85,Home Office,Philadelphia,Pennsylvania,United States,Technology,Clothing,Artistic Ceramic Sculpture,2,0,$10.58,1.96
225,4/2/2024,6/28/2024,Next-day,Male,137.160.93.135,7K04P93GV75,Corporate,Misratah,Misratah,Libya,Technology,Beauty Products,Stylish Engraved Cuff Bracelet,6,0,$938.70,180.89
226,12/21/2024,1/28/2025,Standard,Female,181.110.155.165,4AF6E06RA80,Consumer,Whitby,Ontario,Canada,Technology,Clothing,Dainty Gold Pendant Necklace,1,0.1,$0.72,1.7
227,9/27/2024,7/2/2024,Standard,Male,127.180.10.196,1ET2V03XW17,Corporate,Bangkok,Bangkok,Thailand,Technology,Electronics,Playful Emoji Pillow,5,0,$227.76,180.82
228,7/29/2024,3/1/2024,Economy,Male,239.100.215.6,9MV0VN5TK59,Consumer,Mixco,Guatemala,Guatemala,Technology,Electronics,Funky Neon Wall Clock,7,0,"$1,192.52",180.531
229,1/8/2025,12/30/2024,Next-day,Female,199.86.208.229,1J95AC1PA81,Consumer,Managua,Managua,Nicaragua,Technology,Kitchen Appliances,Sophisticated Leather Laptop Sleeve,5,0,$233.80,180.522
230,7/13/2024,8/2/2024,Next-day,Female,163.6.219.28,3VJ2Y63PT56,Home Office,Tlalpan,Distrito Federal,Mexico,Technology,Beauty Products,Minimalist Wooden Desk Organizer,6,0,-$204.31,180.502
231,1/28/2025,4/6/2024,Express,Female,87.245.134.27,4J80NE1KP93,Corporate,Matanzas,Matanzas,Cuba,Office Supplies,Beauty Products,Vintage Brass Desk Lamp,4,0.002,$115.92,180.382
232,4/30/2024,6/9/2024,Express,Female,157.224.170.11,2M32F69QK43,Corporate,Can Tho,T?nh C?n Th?,Vietnam,Office Supplies,Sports Equipment,Funky Retro Wall Clock,5,0.1,-$72.44,180.33
233,6/12/2024,11/26/2024,Economy,Female,210.154.200.34,6QQ5Q32HQ16,Corporate,Jackson,Mississippi,United States,Office Supplies,Electronics,Retro Vinyl Record Storage,4,0,$7.38,1.45
234,1/17/2025,10/3/2024,Next-day,Male,150.143.1.219,9UH0CT3KG64,Home Office,Morelia,Michoacán,Mexico,Office Supplies,Beauty Products,Eco-Friendly Reusable Straw Set,7,0,$379.82,180.272
235,3/12/2024,12/14/2024,Standard,Female,166.54.49.107,6KA3G04TC61,Home Office,Santiago de Cuba,Santiago de Cuba,Cuba,Office Supplies,Clothing,Dainty Silver Charm Bracelet,3,0.1,$248.34,180.013
236,1/8/2025,10/9/2024,Economy,Female,28.75.26.94,2PQ1W67UW37,Consumer,Las Tunas,Las Tunas,Cuba,Office Supplies,Beauty Products,Chic Linen Table Runner,8,0,$83.89,180.012
237,11/19/2024,10/4/2024,Standard,Male,200.146.247.50,1KQ4XX5JJ10,Home Office,Seattle,Washington,United States,Furniture,Electronics,Trendy Terrarium Kit,5,0,$8.18,1.41
238,6/1/2024,11/1/2024,Economy,Male,72.70.225.45,9EN1XH0KJ96,Home Office,Vienna,Vienna,Austria,Office Supplies,Books,Cozy Cable Knit Blanket,8,0,$153.84,179.84
239,3/3/2024,6/10/2024,Next-day,Male,66.96.3.193,9RD2X89VG05,Corporate,Philadelphia,Pennsylvania,United States,Office Supplies,Kitchen Appliances,Whimsical Fairy Lights,2,0.17,$5.55,1.37
240,8/13/2024,9/7/2024,Express,Male,148.199.229.139,4CE1XK8JE88,Corporate,Villeneuve-le-Roi,Ile-de-France,France,Technology,Electronics,Classic Leather Passport Cover,5,0,$187.53,179.69
241,12/23/2024,8/8/2024,Economy,Non-binary,105.11.0.227,1UJ3RC3AR11,Consumer,Tiruchchirappalli,Tamil Nadu,India,Office Supplies,Home Decor,Charming Vintage Tea Set,4,0,$116.40,179.62
242,12/23/2024,11/16/2024,Standard,Female,96.143.90.232,7G02D87NM21,Consumer,Vitrolles,Provence-Alpes-Côte d'Azur,France,Furniture,Home Decor,Retro Vinyl Record Storage,3,0.002,$151.06,179.62
243,1/12/2025,10/10/2024,Next-day,Bigender,62.39.48.162,3J61A31RK67,Consumer,Hengyang,Hunan,China,Furniture,Outdoor Gear,Cozy Faux Fur Rug,5,0,$886.05,179.5
244,11/2/2024,7/14/2024,Standard,Female,53.232.195.148,5FM6YN7JW54,Consumer,Los Angeles,California,United States,Technology,Electronics,Art Deco Brass Candle Holder,6,0.1,$6.49,1.37
245,12/18/2024,5/2/2024,Next-day,Female,166.246.118.23,5J01P72VD73,Home Office,Jakarta,Jakarta,Indonesia,Office Supplies,Toys,Funky Neon Wall Clock,3,0.4,$364.23,179.38
246,8/13/2024,1/24/2025,Standard,Male,64.123.65.174,6XA9TX0MV73,Consumer,Woking,England,United Kingdom,Office Supplies,Toys,Coastal Seashell Jewelry Box,3,0,$13.77,178.98
247,6/20/2024,3/15/2024,Economy,Female,86.167.206.124,5QU3JM5VU06,Home Office,Lorain,Ohio,United States,Furniture,Outdoor Gear,Funky Geometric Wall Art,1,0,-$0.64,1.14
248,12/16/2024,5/12/2024,Economy,Female,60.151.21.83,1TN1FU9MR30,Consumer,Singapore,Singapore,Singapore,Office Supplies,Toys,Bold Graphic Print Poster,8,0,$413.04,178.88
249,4/22/2024,11/22/2024,Next-day,Male,228.117.151.27,5F59NQ5GW96,Consumer,Mixco,Guatemala,Guatemala,Furniture,Pet Supplies,Boho Macrame Wall Hanging,6,0.2,$400.80,178.769
250,1/7/2025,4/6/2024,Economy,Male,243.118.149.243,4C53PU2RN47,Corporate,Albury,New South Wales,Australia,Office Supplies,Books,Whimsical Unicorn Night Light,7,0,$36.62,178.71
251,10/10/2024,6/7/2024,Next-day,Female,170.57.21.124,9J14HG4EQ78,Corporate,London,England,United Kingdom,Furniture,Clothing,Playful Emoji Pillow,3,0.25,$323.46,178.63
252,12/16/2024,1/25/2025,Economy,Male,203.41.59.165,5XY3W69UE96,Corporate,Mexico City,Distrito Federal,Mexico,Office Supplies,Electronics,Boho Macrame Wall Tapestry,8,0.2,$713.23,178.618
253,2/2/2025,9/3/2024,Express,Polygender,127.60.195.174,8JA8P50JM01,Consumer,Johannesburg,Gauteng,South Africa,Office Supplies,Electronics,Dainty Rose Gold Hoop Earrings,4,0.2,$18.36,178.56
254,1/18/2025,2/22/2024,Next-day,Male,254.124.222.235,6WG2X43CY29,Consumer,Port Elizabeth,Eastern Cape,South Africa,Furniture,Pet Supplies,Trendy Neon Sign,1,0,$70.08,178.49
255,1/27/2025,2/23/2024,Express,Male,103.252.87.1,5X08JT9XC27,Consumer,Rome,Lazio,Italy,Furniture,Pet Supplies,Sophisticated Leather Journal,7,0,$133.39,178.48
256,3/3/2024,1/15/2025,Express,Male,49.101.77.42,1T84MG1FM84,Home Office,Omaha,Nebraska,United States,Office Supplies,Beauty Products,Chic Marble Coaster Set,6,0,$100.73,36.51
257,2/15/2025,4/7/2024,Standard,Female,164.217.199.136,9HK6U54HQ20,Corporate,Reynosa,Tamaulipas,Mexico,Technology,Books,Classic Leather Passport Cover,5,0.15,$301.47,178.371
258,8/3/2024,4/12/2024,Economy,Female,255.174.86.197,8HK0EJ5GR74,Home Office,Mashhad,Razavi Khorasan,Iran,Furniture,Sports Equipment,Whimsical Ceramic Mug,8,0,"$1,484.16",178.35
259,10/11/2024,10/25/2024,Next-day,Female,226.156.172.126,5F15YK8GF83,Corporate,Ilopango,San Salvador,El Salvador,Technology,Beauty Products,Stylish Faux Fur Throw,7,0,$20.15,178.321
260,4/12/2024,5/31/2024,Standard,Male,71.250.65.129,2MR7YK7UM33,Home Office,Torbali,Izmir,Turkey,Office Supplies,Pet Supplies,Stylish Faux Fur Throw,2,0.1,-$260.62,178.3
261,10/25/2024,1/8/2025,Standard,Male,101.15.81.203,5J21Q36PA14,Home Office,Morelia,Michoacán,Mexico,Furniture,Beauty Products,Bold Graphic Print Poster,6,0,$168.72,178.21
262,4/15/2024,4/21/2024,Standard,Polygender,145.131.144.8,2D26UT0FJ22,Consumer,Bhiwandi,Maharashtra,India,Furniture,Clothing,Bohemian Beaded Bracelet,5,0.1,$481.05,178.04
263,9/15/2024,2/8/2025,Standard,Female,160.222.237.68,2TU3PD1YC97,Home Office,Palmerston North,Manawatu-Wanganui,New Zealand,Technology,Pet Supplies,Playful Cactus Print Pillow,8,0.07,$495.84,177.92
264,11/6/2024,10/13/2024,Express,Female,33.141.151.50,6YV2PP7DV46,Corporate,Omaha,Nebraska,United States,Technology,Toys,Whimsical Ceramic Mug,2,0,$136.08,31.54
